"account.id","price.level","no.seats","marketing.source","season","location","set","multiple.tickets"
"001i000000NuPss","2",1,"Philharmonia website","2013-2014","Berkeley Sunday","1","no"
"001i000000oks42","4",2,"Other radio","2013-2014","San Francisco","1","no"
"001i000000NuRLC","4",1,"","2011-2012","San Francisco","6","no"
"001i000000NuPJN","2",2,"","2011-2012","San Francisco","7","no"
"001i000000NuRSL","3",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRFI","3",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000oks3y","4",1,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRPp","2",1,"","2011-2012","","3","no"
"001i000000NuR2D","4",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuQUD","1",4,"Philharmonia website","2013-2014","Berkeley Saturday","4","no"
"001i000000NuQm9","",2,"","2012-2013","Berkeley Saturday","1","no"
"001i000000NuRU2","",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuRIs","4",2,"","2011-2012","Peninsula","2","no"
"001i000000NuRG5","1",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuOSo","3",2,"Other","2013-2014","Berkeley Saturday","3","no"
"001i000000NuNk3","2",2,"","2010-2011","Peninsula","8","no"
"001i000000oks26","3",1,"","2013-2014","Berkeley Saturday","6","no"
"001i000000NuRUa","2",2,"","2010-2011","Berkeley Saturday","4","no"
"001i000000NuRSV","GA",2,"","2011-2012","Family concert","3","no"
"001i000000NuQxJ","3",2,"","2010-2011","San Francisco","3","no"
"001i000000NuRQ2","4",1,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuQfN","3",3,"","2011-2012","Peninsula","6","no"
"001i000000oks3M","4",2,"Philharmonia website","2013-2014","Berkeley Sunday","3","no"
"001i000000oks41","4",2,"KDFC Radio","2013-2014","San Francisco","1","no"
"001i000000NuRUt","",1,"","2012-2013","San Francisco","6","no"
"001i000000NuRD1","4",1,"","2012-2013","Berkeley Saturday","5","no"
"001i000000oks3f","4",1,"Other radio","2013-2014","Berkeley Sunday","1","no"
"001i000000oks2z","3",3,"Blog post","2013-2014","Berkeley Sunday","1","no"
"001i000000NuQ5C","4",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000oks2m","2",2,"KDFC Radio","2013-2014","Berkeley Saturday","4","no"
"001i000000NuRDC","2",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuREM","2",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRQl","2",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000LhyVn","3",1,"Philharmonia website","2013-2014","Berkeley Sunday","6","no"
"001i000000oks4e","3",4,"Postcard or brochure","2013-2014","San Francisco","3","no"
"001i000000NuRSw","1",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000q7wAi","2",2,"","2013-2014","San Francisco","1","no"
"001i000000LhyY6","1",1,"","2011-2012","San Francisco","2","no"
"001i000000NuRVm","4",3,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRDg","3",1,"Word of mouth","2013-2014","Berkeley Saturday","5","no"
"001i000000NuOB1","3",1,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuRAg","3",1,"","2012-2013","Berkeley Sunday","2","no"
"001i000000oks2g","2",2,"Word of mouth","2013-2014","Berkeley Sunday","3","no"
"001i000000NuPz0","3",10,"","2011-2012","San Francisco","2","yes"
"001i000000oks3O","4",4,"","2013-2014","Berkeley Sunday","5","no"
"001i000000NuRMx","4",2,"","2012-2013","Berkeley Saturday","1","no"
"001i000000NuOQK","2",3,"","2012-2013","Berkeley Saturday","2","no"
"001i000000oks2W","3",3,"Other","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRSy","2",2,"","2012-2013","San Francisco","5","no"
"001i000000NuOuO","1",1,"","2010-2011","Berkeley Sunday","7","no"
"001i000000NuORK","4",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000oks2T","1",4,"Word of mouth","2013-2014","Berkeley Saturday","5","no"
"001i000000NuREN","1",1,"","2012-2013","San Francisco","3","no"
"001i000000NuRKD","4",3,"","2011-2012","Peninsula","4","no"
"001i000000Lhydq","3",2,"","2011-2012","San Francisco","7","no"
"001i000000NuPPL","3",1,"","2012-2013","San Francisco","3","no"
"001i000000Lhych","1",1,"","2010-2011","San Francisco","3","no"
"001i000000NuNln","1",3,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuRB9","2",1,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuRCi","3",2,"","2011-2012","Family concert","3","no"
"001i000000NuPFh","1",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRIU","4",2,"","2011-2012","San Francisco","7","no"
"001i000000NuRAh","4",2,"","2012-2013","San Francisco","3","no"
"001i000000NuQMa","4",8,"","2011-2012","Berkeley Sunday","2","yes"
"001i000000oks3k","4",2,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRSX","4",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuPAh","3",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuRWt","3",2,"","2011-2012","Peninsula","2","no"
"001i000000NuRVf","4",1,"","2011-2012","Berkeley Sunday","3","no"
"001i000000oks21","1",1,"Word of mouth","2013-2014","Peninsula","1","no"
"001i000000NuROQ","3",2,"Postcard or brochure","2013-2014","Berkeley Sunday","4","no"
"001i000000oks3B","3",2,"Browsing City Box Office website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRVj","4",2,"","2011-2012","Berkeley Saturday","2","no"
"001i000000LhyUr","4",4,"Other","2013-2014","Berkeley Sunday","6","no"
"001i000000NuREm","4",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuNU8","3",2,"","2012-2013","Peninsula","3","no"
"001i000000oks2Z","2",2,"Other","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRVo","2",2,"","2011-2012","San Francisco","4","no"
"001i000000NuRUv","3",4,"Postcard or brochure","2013-2014","Berkeley Saturday","6","no"
"001i000000NuRNz","4",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRIh","4",2,"","2011-2012","Peninsula","4","no"
"001i000000NuR9b","",1,"","2012-2013","Peninsula","6","no"
"001i000000LhyZ8","4",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuR7G","4",1,"","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRPE","4",1,"Other","2013-2014","San Francisco","1","no"
"001i000000q7wAs","4",2,"","2013-2014","San Francisco","1","no"
"001i000000NuREP","1",2,"","2012-2013","Peninsula","3","no"
"001i000000oks1U","3",1,"","2013-2014","San Francisco","5","no"
"001i000000NuRoj","3",2,"Other","2013-2014","San Francisco","3","no"
"001i000000NuQvg","1",3,"","2010-2011","Peninsula","1","no"
"001i000000NuRH6","3",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuQnX","3",1,"","2011-2012","San Francisco","7","no"
"001i000000NuRTm","",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuR0Q","2",4,"","2010-2011","Berkeley Sunday","4","no"
"001i000000NuRGM","4",1,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuRRF","2",2,"","2011-2012","San Francisco","4","no"
"001i000000NuNrp","2",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000q7wAg","1",2,"","2013-2014","Berkeley Sunday","6","no"
"001i000000NuR6w","4",1,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuQyQ","0",8,"","2010-2011","Family concert","","yes"
"001i000000LhyU8","",15,"","2012-2013","Berkeley Saturday","5","yes"
"001i000000NuRKM","4",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuRWT","3",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000LhyTG","3",2,"","2011-2012","San Francisco","3","no"
"001i000000NuRT7","",2,"","2012-2013","San Francisco","1","no"
"001i000000NuOOE","1",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuR0N","1",1,"","2010-2011","Berkeley Sunday","4","no"
"001i000000NuPLn","2",6,"","2013-2014","San Francisco","1","no"
"001i000000NuQTw","4",2,"","2012-2013","San Francisco","4","no"
"001i000000LhyVj","",2,"","2012-2013","Peninsula","2","no"
"001i000000NuQPo","2",1,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRIm","2",2,"","2011-2012","San Francisco","2","no"
"001i000000NuO6r","4",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuRHE","1",2,"","2011-2012","San Francisco","3","no"
"001i000000NuPqd","4",1,"","2013-2014","Peninsula","2","no"
"001i000000NuNQ0","3",2,"","2011-2012","San Francisco","5","no"
"001i000000NuRUK","",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRMr","4",1,"","2012-2013","Peninsula","1","no"
"001i000000NuQkU","4",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuRGa","4",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuRKT","4",2,"","2011-2012","San Francisco","5","no"
"001i000000Lhydo","4",1,"","2011-2012","San Francisco","3","no"
"001i000000NuQKH","4",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuP0i","3",1,"","2010-2011","Berkeley Saturday","8","no"
"001i000000NuRTC","",2,"","2012-2013","Berkeley Saturday","1","no"
"001i000000NuQig","4",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuRAc","3",2,"","2012-2013","San Francisco","3","no"
"001i000000NuOby","2",2,"","2010-2011","San Francisco","6","no"
"001i000000NuP4y","4",2,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuQdn","2",2,"Word of mouth","2013-2014","Berkeley Sunday","3","no"
"001i000000NuRI6","1",2,"","2011-2012","Peninsula","7","no"
"001i000000NuQv1","4",2,"","2012-2013","Peninsula","2","no"
"001i000000NuRCu","3",3,"","2012-2013","San Francisco","2","no"
"001i000000NuNje","4",1,"","2010-2011","San Francisco","3","no"
"001i000000NuQ1b","3",2,"","2013-2014","San Francisco","3","no"
"001i000000NuOQJ","4",1,"","2012-2013","San Francisco","6","no"
"001i000000NuREv","1",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRMW","1",2,"","2011-2012","San Francisco","4","no"
"001i000000q7wAp","4",2,"","2013-2014","San Francisco","1","no"
"001i000000NuO4Y","3",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuR1I","4",6,"","2010-2011","Berkeley Saturday","5","yes"
"001i000000NuRQG","4",4,"","2011-2012","Peninsula","2","yes"
"001i000000LhyX8","3",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuS4v","3",1,"Postcard or brochure","2013-2014","San Francisco","5","no"
"001i000000NuQOT","1",1,"","2012-2013","Peninsula","2","no"
"001i000000NuRG6","2",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuR75","4",1,"","2011-2012","San Francisco","2","no"
"001i000000NuOD6","3",4,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRMg","1",2,"","2011-2012","San Francisco","4","no"
"001i000000NuRNA","4",1,"","2012-2013","San Francisco","5","no"
"001i000000NuRFZ","4",1,"","2012-2013","San Francisco","4","no"
"001i000000NuOKA","1",2,"","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRLw","4",2,"","2012-2013","Berkeley Sunday","4","no"
"001i000000NuQUD","1",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuNiX","1",2,"","2012-2013","Peninsula","6","no"
"001i000000oks25","3",2,"Philharmonia website","2013-2014","Berkeley Sunday","4","no"
"001i000000NuPB5","2",4,"","2010-2011","Berkeley Sunday","3","no"
"001i000000NuRFR","2",2,"","2012-2013","San Francisco","4","no"
"001i000000oks3a","4",3,"Postcard or brochure","2013-2014","Berkeley Sunday","4","yes"
"001i000000NuRUO","",1,"","2012-2013","Peninsula","3","no"
"001i000000NuNnv","4",1,"","2011-2012","San Francisco","4","no"
"001i000000NuROI","4",2,"","2011-2012","San Francisco","6","no"
"001i000000LhyUr","4",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRVP","4",2,"","2011-2012","Peninsula","7","no"
"001i000000NuRKv","4",6,"","2010-2011","Peninsula","6","no"
"001i000000NuOmo","4",1,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuQyN","0",6,"","2010-2011","Family concert","","yes"
"001i000000NuR2B","4",1,"","2010-2011","","","no"
"001i000000NuRCo","4",3,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRUd","",2,"","2012-2013","San Francisco","6","no"
"001i000000oks4k","4",2,"Postcard or brochure","2013-2014","San Francisco","1","no"
"001i000000NuRTh","",1,"","2012-2013","San Francisco","4","no"
"001i000000NuR6r","1",2,"","2011-2012","Peninsula","7","no"
"001i000000NuRKN","3",2,"","2011-2012","San Francisco","5","no"
"001i000000NuORG","4",2,"Other","2013-2014","San Francisco","4","no"
"001i000000NuRUS","",2,"","2012-2013","San Francisco","3","no"
"001i000000NuOYU","1",1,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuN5g","2",2,"","2012-2013","San Francisco","5","no"
"001i000000NuRN8","4",1,"","2011-2012","Berkeley Saturday","6","no"
"001i000000NuROC","3",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuRQS","3",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000LhyRl","4",2,"","2010-2011","","","no"
"001i000000oks4C","3",1,"Other","2013-2014","San Francisco","3","no"
"001i000000q7wAm","1",2,"","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRCj","4",2,"","2012-2013","San Francisco","2","no"
"001i000000NuRDK","4",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuNws","1",2,"","2011-2012","Peninsula","3","no"
"001i000000NuQRy","1",1,"","2011-2012","Berkeley Saturday","7","no"
"001i000000Lhyd8","1",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuRFT","4",1,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuR1E","2",2,"News story or review","2013-2014","Berkeley Saturday","1","no"
"001i000000NuP6a","2",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuRMe","0",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuQ4K","1",2,"Postcard or brochure","2013-2014","Peninsula","1","no"
"001i000000NuQ8c","4",2,"","2012-2013","Berkeley Sunday","4","no"
"001i000000NuRIb","4",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuNr3","4",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuR8y","",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuNg2","3",2,"","2012-2013","San Francisco","6","no"
"001i000000NuRSQ","4",2,"","2011-2012","San Francisco","4","no"
"001i000000NuRLa","2",2,"","2011-2012","Peninsula","7","no"
"001i000000NuQQZ","4",1,"","2012-2013","Berkeley Saturday","1","no"
"001i000000NuOqi","1",4,"Word of mouth","2013-2014","San Francisco","6","yes"
"001i000000NuRUh","",1,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuRRY","4",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000Lhybd","2",1,"","2011-2012","Berkeley Sunday","4","no"
"001i000000LhyR3","2",1,"","2011-2012","San Francisco","4","no"
"001i000000NuOt9","2",2,"","2012-2013","San Francisco","1","no"
"001i000000NuOy2","4",2,"","2011-2012","San Francisco","2","no"
"001i000000NuQwK","4",1,"","2010-2011","Berkeley Sunday","1","no"
"001i000000NuQUH","3",8,"","2011-2012","Berkeley Sunday","7","yes"
"001i000000oks1e","4",2,"Other print","2013-2014","San Francisco","5","no"
"001i000000NuRJr","2",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRKx","2",2,"","2010-2011","Peninsula","6","no"
"001i000000NuNk1","3",1,"","2010-2011","Peninsula","5","no"
"001i000000NuQpZ","2",2,"","2012-2013","San Francisco","3","no"
"001i000000NuOAs","1",2,"","2010-2011","Peninsula","7","no"
"001i000000NuQfM","1",2,"","2011-2012","Peninsula","7","no"
"001i000000NuObh","3",1,"","2010-2011","Berkeley Saturday","3","no"
"001i000000NuQU8","4",2,"","2010-2011","San Francisco","5","no"
"001i000000NuRBW","2",3,"","2012-2013","Berkeley Saturday","2","no"
"001i000000oks3N","4",2,"Word of mouth","2013-2014","Berkeley Saturday","3","no"
"001i000000NuPtZ","1",1,"","2011-2012","","3","no"
"001i000000NuRR5","3",1,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuRJv","4",1,"","2011-2012","San Francisco","4","no"
"001i000000LhyQs","1",1,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuRVE","4",1,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuQo7","2",2,"","2012-2013","San Francisco","6","no"
"001i000000NuRT4","",1,"","2012-2013","San Francisco","1","no"
"001i000000NuPLC","4",1,"","2011-2012","Peninsula","7","no"
"001i000000oks38","4",1,"Other radio","2013-2014","Berkeley Saturday","3","no"
"001i000000NuQyz","3",2,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuPqw","2",8,"","2011-2012","Berkeley Sunday","6","yes"
"001i000000LhyY2","1",2,"","2012-2013","Peninsula","6","no"
"001i000000NuRE2","4",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRC9","3",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuONR","2",1,"","2013-2014","San Francisco","6","no"
"001i000000NuRRz","2",2,"","2012-2013","San Francisco","5","no"
"001i000000NuQQb","4",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuQoc","3",1,"Philharmonia website","2013-2014","Peninsula","1","no"
"001i000000NuRD9","2",2,"","2012-2013","San Francisco","2","no"
"001i000000NuQsx","4",2,"","2010-2011","Berkeley Saturday","2","no"
"001i000000NuPJN","4",2,"","2012-2013","San Francisco","2","no"
"001i000000NuNhB","4",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000LhyTG","3",2,"","2011-2012","San Francisco","6","no"
"001i000000oks3o","4",3,"Postcard or brochure","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRBw","4",1,"","2012-2013","Peninsula","2","no"
"001i000000NuRDB","4",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRFo","1",2,"","2011-2012","San Francisco","5","no"
"001i000000NuQx7","1",2,"","2010-2011","San Francisco","2","no"
"001i000000NuP4B","2",2,"","2012-2013","Peninsula","3","no"
"001i000000oks3z","4",2,"Postcard or brochure","2013-2014","San Francisco","1","no"
"001i000000NuRJ4","3",3,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRR7","2",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuQSw","4",1,"Word of mouth","2013-2014","San Francisco","3","no"
"001i000000NuRSs","2",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRFo","2",26,"","2011-2012","San Francisco","6","yes"
"001i000000Lhya0","4",3,"","2011-2012","Berkeley Sunday","5","no"
"001i000000NuRDl","3",2,"","2010-2011","San Francisco","4","no"
"001i000000NuRFa","3",2,"","2012-2013","Berkeley Sunday","4","no"
"001i000000oks3F","3",2,"News story or review","2013-2014","Berkeley Sunday","5","no"
"001i000000NuRVS","4",2,"","2011-2012","San Francisco","4","no"
"001i000000NuRTQ","",2,"","2012-2013","Peninsula","2","no"
"001i000000oks45","4",1,"Postcard or brochure","2013-2014","San Francisco","1","no"
"001i000000Lhybl","3",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuQoC","1",3,"","2011-2012","Berkeley Sunday","2","no"
"001i000000oks1R","2",2,"Web search","2013-2014","San Francisco","5","no"
"001i000000NuRFP","4",2,"Philharmonia website","2013-2014","San Francisco","4","no"
"001i000000oks2K","3",3,"Word of mouth","2013-2014","Berkeley Saturday","5","yes"
"001i000000NuPGf","4",2,"","2010-2011","Berkeley Saturday","3","no"
"001i000000NuPte","1",2,"","2012-2013","San Francisco","5","no"
"001i000000NuOYM","2",2,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuRDO","2",4,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRW4","4",2,"","2011-2012","Peninsula","4","no"
"001i000000ZtB0Y","3",2,"Philharmonia website","2013-2014","San Francisco","5","no"
"001i000000NuRMJ","4",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRWx","3",2,"Postcard or brochure","2013-2014","Berkeley Saturday","1","no"
"001i000000NuO1V","0",6,"","2010-2011","Family concert","","yes"
"001i000000oks2l","2",3,"Word of mouth","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRCM","2",1,"","2011-2012","San Francisco","6","no"
"001i000000NuRSD","1",2,"","2012-2013","San Francisco","6","no"
"001i000000NuRFG","4",5,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuQ4L","1",3,"","2010-2011","Peninsula","4","no"
"001i000000NuREr","2",2,"","2011-2012","","3","no"
"001i000000NuPT0","3",2,"Postcard or brochure","2013-2014","Peninsula","1","no"
