"account.id","shipping.zip.code","billing.zip.code","shipping.city","billing.city","relationship","amount.donated.2013","amount.donated.lifetime","no.donations.lifetime","first.donated"
"001i000000LhyUB","","94547","","Hercules","",500,1359,10,"1996-12-11 00:00:00"
"001i000000LhyUC","","94306","","Palo Alto","",200,5616,27,"1990-07-04 00:00:00"
"001i000000LhyUD","","94941","","Mill Valley","",2000,21254,20,"1992-07-04 00:00:00"
"001i000000LhyUE","","94521","","Concord","",0,100,1,"2010-05-06 00:00:00"
"001i000000LhyUF","","94118","","San Francisco","",1000,13038,30,"1992-07-04 00:00:00"
"001i000000LhyUG","","94708","","Berkeley","",0,35,1,"1986-07-04 00:00:00"
"001i000000LhyUH","","94530","","El Cerrito","",250,3214,21,"1996-12-02 00:00:00"
"001i000000LhyUI","","94611","","Piedmont","",250,2366,26,"1996-12-03 00:00:00"
"001i000000LhyUJ","","94709","","Berkeley","",300,7696.66,31,"1988-07-04 00:00:00"
"001i000000LhyUK","","94707","","Berkeley","",2100,15750,19,"1996-08-22 00:00:00"
"001i000000LhyUL","","95033","","Los Gatos","",0,5500,7,"1997-12-11 00:00:00"
"001i000000LhyUM","","94611","","Oakland","",1100,3902,8,"2010-04-23 00:00:00"
"001i000000LhyUN","","94116","","San Francisco","",42,354,5,"2000-05-23 00:00:00"
"001i000000LhyUO","","94920","","Tiburon","",0,49677.96,21,"1992-07-04 00:00:00"
"001i000000LhyUP","","94556","","Moraga","",0,4639,19,"1997-12-03 00:00:00"
"001i000000LhyUQ","","94960","","San Anselmo","",110,652,13,"1994-12-30 00:00:00"
"001i000000LhyUR","","94612","","Oakland","",0,1020,11,"1995-04-11 00:00:00"
"001i000000LhyUS","","94708","","Berkeley","",400,2420,17,"1999-06-29 00:00:00"
"001i000000LhyUT","","94803","","El Sobrante","",0,5950,20,"1987-07-04 00:00:00"
"001i000000LhyUU","","94611","","Oakland","",1200,16780,43,"1989-07-04 00:00:00"
"001i000000LhyUV","","94610","","Oakland","",100,288.33,3,"2013-04-22 00:00:00"
"001i000000LhyUW","","94563","","Orinda","",0,8,1,"2010-03-16 00:00:00"
"001i000000LhyUX","","94707","","Berkeley","",200,7076,31,"1988-07-04 00:00:00"
"001i000000LhyUY","","94110","","San Francisco","",0,1254,10,"2002-03-26 00:00:00"
"001i000000LhyUZ","","94133","","San Francisco","",100,3100,19,"1993-11-01 00:00:00"
"001i000000LhyUa","","94550","","Livermore","",0,4982,37,"1986-07-04 00:00:00"
"001i000000LhyUb","","94301","","Palo Alto","",60,1243.68,18,"1996-12-09 00:00:00"
"001i000000LhyUc","","94109","","San Francisco","",36273.65,37223.65,7,"2004-12-31 00:00:00"
"001i000000LhyUd","","94115","","San Francisco","",200,5882,19,"2000-05-12 00:00:00"
"001i000000LhyUe","","94708","","Berkeley","",0,395,4,"1988-07-04 00:00:00"
"001i000000LhyUf","","94705","","Berkeley","",1470,14430,27,"1989-07-04 00:00:00"
"001i000000LhyUg","","94707","","Kensington","",900,7480.5,26,"1997-12-22 00:00:00"
"001i000000LhyUh","","94941","","Mill Valley","",1000,16430,29,"1994-05-10 00:00:00"
"001i000000LhyUi","","94602","","Oakland","",100,1750,16,"1998-11-18 00:00:00"
"001i000000LhyUj","","94305","","Stanford","",300,6081.68,33,"1994-05-03 00:00:00"
"001i000000LhyUk","","94109","","San Francisco","",0,42481,26,"1988-07-04 00:00:00"
"001i000000LhyUl","","94705","","Berkeley","",0,700,7,"2005-03-25 00:00:00"
"001i000000LhyUm","","94618","","Oakland","",72700,513350,61,"1988-07-04 00:00:00"
"001i000000LhyUn","","94306","","Portola Valley","",50,1349.68,22,"1990-07-04 00:00:00"
"001i000000LhyUo","","94303","","Palo Alto","",28500,73967,37,"1991-07-04 00:00:00"
"001i000000LhyUp","","94706","","Berkeley","",0,4813,14,"1999-03-22 00:00:00"
"001i000000LhyUq","","94070","","San Carlos","",150,2769.33,20,"1992-07-04 00:00:00"
"001i000000LhyUr","","94611","","Piedmont","",0,0,0,""
"001i000000LhyUs","","94707","","Berkeley","",400,5601,26,"1988-07-04 00:00:00"
"001i000000LhyUt","","94618","","Oakland","",0,2073,12,"1988-07-04 00:00:00"
"001i000000LhyUu","","94801-4146","","Richmond","",60,1257,14,"2003-05-29 00:00:00"
"001i000000LhyUv","","94618","","Oakland","",0,50,1,"2014-04-30 00:00:00"
"001i000000LhyUw","","94027","","Atherton","",200,1803.32,11,"2006-04-28 00:00:00"
"001i000000LhyUx","","95501","","Eureka","",0,5142.98,25,"1991-07-04 00:00:00"
"001i000000LhyUy","","94114","","San Francisco","",104,5554,22,"1985-07-04 00:00:00"
"001i000000LhyUz","","94121","","San Francisco","",2750,112740.04,34,"1985-07-04 00:00:00"
"001i000000LhyV0","","94301","","Palo Alto","",500,5306,21,"1995-04-10 00:00:00"
"001i000000LhyV1","","94611","","Piedmont","",200,4096.4,18,"1999-01-07 00:00:00"
"001i000000LhyV2","94501-4916","94501-4916","Alameda","Alameda","",150,11383,29,"1987-07-04 00:00:00"
"001i000000LhyV3","","94109","","San Francisco","",200,6305,26,"1996-05-03 00:00:00"
"001i000000LhyV4","","94597","","Walnut Creek","",500,19350,20,"1996-05-15 00:00:00"
"001i000000LhyV5","","94121","","San Francisco","",750,10100,32,"1997-06-02 00:00:00"
"001i000000LhyV6","","94610","","Oakland","",1000,12393,13,"2004-03-08 00:00:00"
"001i000000LhyV7","","94708","","Berkeley","",0,9748.32,17,"1998-05-18 00:00:00"
"001i000000LhyV8","","94530","","El Cerrito","",5000,34993,28,"1995-12-21 00:00:00"
"001i000000LhyV9","","94709","","Berkeley","",250,15119.67,29,"1988-07-04 00:00:00"
"001i000000LhyVA","","94708","","Berkeley","",100,4907,22,"1985-07-04 00:00:00"
"001i000000LhyVB","","94708","","Berkeley","",0,1326,17,"1995-05-02 00:00:00"
"001i000000LhyVC","","94598","","Walnut Creek","",125,850,13,"2003-12-18 00:00:00"
"001i000000LhyVD","","94606","","Oakland","",200,3082.02,22,"1999-04-07 00:00:00"
"001i000000LhyVE","","94303","","Palo Alto","",50,2095,22,"1987-07-04 00:00:00"
"001i000000LhyVF","","94549","","Lafayette","",300,4040,27,"1991-07-04 00:00:00"
"001i000000LhyVH","","94720-2550","","Berkeley","",0,0,0,""
"001i000000LhyVI","","94022","","Los Altos","",200,2101,17,"1998-04-14 00:00:00"
"001i000000LhyVJ","94708","94708","75017 Paris","Berkeley","",0,0,0,""
"001i000000LhyVK","","94610","","Oakland","",300,2506,10,"1986-07-04 00:00:00"
"001i000000LhyVL","","94027","","Atherton","",0,0,0,""
"001i000000LhyVM","","94707","","Berkeley","",30,191,9,"1994-12-16 00:00:00"
"001i000000LhyVN","","94563-2725","","Orinda","",200,4900,24,"1992-07-04 00:00:00"
"001i000000LhyVO","","94025","","Menlo Park","",60,256,5,"2012-01-20 00:00:00"
"001i000000LhyVP","","94550","","Livermore","",120,3605.32,20,"1996-12-19 00:00:00"
"001i000000LhyVQ","","94303","","Palo Alto","",1350,9950,18,"2006-04-27 00:00:00"
"001i000000LhyVR","","94707","","Berkeley","",400,5589.32,32,"1989-07-04 00:00:00"
"001i000000LhyVS","","94114","","San Francisco","",1200,8851,26,"1994-12-02 00:00:00"
"001i000000LhyVT","","94555","","Fremont","",200,3823,20,"1998-04-21 00:00:00"
"001i000000LhyVU","","94611","","Oakland","",1176.85,12244.88,34,"1988-07-04 00:00:00"
"001i000000LhyVV","","95124","","San Jose","",600,4858,15,"1995-12-13 00:00:00"
"001i000000LhyVW","","94574","","Saint Helena","",1250,51750,33,"1989-07-04 00:00:00"
"001i000000LhyVX","","94301","","Palo Alto","",900,7859.64,42,"1991-07-04 00:00:00"
"001i000000LhyVY","","94618","","Oakland","",0,1800,9,"2002-04-03 00:00:00"
"001i000000LhyVZ","","94609","","Oakland","",1340,9651.66,45,"2010-05-20 00:00:00"
"001i000000LhyVa","","94061","","Redwood City","",0,0,0,""
"001i000000LhyVb","","94619","","Oakland","",0,0,0,""
"001i000000LhyVc","","94062","","Woodside","",100,400,4,"2006-07-25 00:00:00"
"001i000000LhyVd","","94566","","Pleasanton","",170,2416,30,"1988-07-04 00:00:00"
"001i000000LhyVe","","94609","","Oakland","",0,1939,28,"1988-07-04 00:00:00"
"001i000000LhyVf","","94117","","San Francisco","",0,60,1,"2014-03-13 00:00:00"
"001i000000LhyVg","","94110","","San Francisco","",100,553.32,7,"2008-04-18 00:00:00"
"001i000000LhyVh","","94952","","Petaluma","",250,4572.66,16,"2004-10-01 00:00:00"
"001i000000LhyVi","","94306","","Palo Alto","",50,635.34,9,"2005-05-27 00:00:00"
"001i000000LhyVj","","94303","","Palo Alto","",0,0,0,""
"001i000000LhyVk","","94404","","San Mateo","",0,25,1,"2006-04-27 00:00:00"
"001i000000LhyVl","","94515","","Calistoga","",200,200,1,"2012-10-31 00:00:00"
"001i000000LhyVm","","94598","","Walnut Creek","",0,183,2,"2008-10-30 00:00:00"
"001i000000LhyVn","","94110","","san francisco","",0,0,0,""
"001i000000LhyVo","","94301","","Palo Alto","",0,0,0,""
"001i000000LhyVp","","94025","","Menlo Park","",300,3840,23,"1993-10-01 00:00:00"
"001i000000LhyVq","","94109","","San Francisco","",900,1250,3,"2013-01-05 00:00:00"
"001i000000LhyVr","","94708","","Berkeley","",0,0,0,""
"001i000000LhyVs","","94109","","San Francisco","",1500,18698,41,"1985-07-04 00:00:00"
"001i000000LhyVt","","94709","","Berkeley","",250,1460,15,"1998-12-31 00:00:00"
"001i000000LhyVu","","94123","","San Francisco","",0,275,6,"2008-04-08 00:00:00"
"001i000000LhyVv","","94110","","San Francisco","",0,20,1,"2013-08-05 00:00:00"
"001i000000LhyVw","","94606","","Oakland","",625,9775,24,"1997-12-31 00:00:00"
"001i000000LhyVx","","94133","","San Francisco","",60,824,8,"1998-11-24 00:00:00"
"001i000000LhyVy","","94110","","San Francisco","",100,826,12,"1995-01-10 00:00:00"
"001i000000LhyVz","","94705","","Berkeley","",0,441,9,"1994-12-15 00:00:00"
"001i000000LhyW0","","94610","","Oakland","",0,50,1,"2014-04-07 00:00:00"
"001i000000LhyW1","","94530","","El Cerrito","",0,8,1,"2010-02-18 00:00:00"
"001i000000LhyW2","","94941","","Mill Valley","",60,1183,28,"1985-07-04 00:00:00"
"001i000000LhyW3","","94707","","Berkeley","",0,100,2,"1986-07-04 00:00:00"
"001i000000LhyW4","","94530","","El Cerrito","",0,0,0,""
"001i000000LhyW5","","94116","","San Francisco","",50,1300,4,"2009-12-30 00:00:00"
"001i000000LhyW6","","94705","","Berkeley","",100,250,2,"2012-08-06 00:00:00"
"001i000000LhyW7","","94945","","Novato","",500,5100,13,"2003-07-30 00:00:00"
"001i000000LhyW8","","94114","","San Francisco","",100,1275,15,"1997-12-30 00:00:00"
"001i000000LhyW9","","94973","","Woodacre","",0,0,0,""
"001i000000LhyWA","","94610","","Oakland","",600,11489,27,"1997-05-01 00:00:00"
"001i000000LhyWB","","94708","","Berkeley","",1126.53,26548,33,"1987-07-04 00:00:00"
"001i000000LhyWC","","95014","","Cupertino","",0,0,0,""
"001i000000LhyWD","","94708","","Berkeley","",0,90,2,"1988-07-04 00:00:00"
"001i000000LhyWE","","95460","","Mendocino","",2000,46898.72,45,"1990-07-04 00:00:00"
"001i000000LhyWF","","94022","","Los Altos","",0,0,0,""
"001i000000LhyWG","","94549","","Lafayette","",0,358,2,"1998-04-28 00:00:00"
"001i000000LhyWH","","94708","","berkeley","",0,0,0,""
"001i000000LhyWI","","94618","","Oakland","",2000,14319,31,"1997-04-21 00:00:00"
"001i000000LhyWJ","","94973","","Woodacre","",0,88.33,1,"2013-12-16 00:00:00"
"001i000000LhyWK","","94117","","San Francisco","",100,300,4,"2011-04-19 00:00:00"
"001i000000LhyWL","","95350","","Modesto","",150,3043,30,"1995-01-20 00:00:00"
"001i000000LhyWM","","94501","","Alameda","",0,150,2,"1996-01-11 00:00:00"
"001i000000LhyWN","","94114","","San Francisco","",0,0,0,""
"001i000000LhyWO","","95472","","Sebastopol","",0,300,4,"2004-04-22 00:00:00"
"001i000000LhyWP","","94303","","Palo Alto","",0,3742.65,25,"1994-12-22 00:00:00"
"001i000000LhyWQ","","94904","","Greenbrae","",150,4130,28,"1987-07-04 00:00:00"
"001i000000LhyWR","","94306","","Palo Alto","",0,0,0,""
"001i000000LhyWS","","94502","","Alameda","",1000,51840,31,"1985-07-04 00:00:00"
"001i000000LhyWT","","94523","","Pleasant Hill","",40,40,1,"2013-04-15 00:00:00"
"001i000000LhyWU","","94708","","Berkeley","",90,416.66,5,"2010-08-30 00:00:00"
"001i000000LhyWV","","94131","","San Francisco","",0,0,0,""
"001i000000LhyWW","","94117","","San Francisco","",0,11006.5,15,"2000-12-31 00:00:00"
"001i000000LhyWX","","94707","","Berkeley","",100,750,8,"2007-05-02 00:00:00"
"001i000000LhyWY","","94117","","San Francisco","",5000,65493,41,"1988-07-04 00:00:00"
"001i000000LhyWZ","","94708","","Berkeley","",150,2082.32,22,"1995-05-04 00:00:00"
"001i000000LhyWa","","94611","","Piedmont","",0,0,0,""
"001i000000LhyWb","","94703","","Berkeley","",18,403,7,"2000-12-30 00:00:00"
"001i000000LhyWc","","94611","","Piedmont","",50,538,13,"2000-04-20 00:00:00"
"001i000000LhyWd","","94707","","Berkeley","",0,0,0,""
"001i000000LhyWe","","94702","","Berkeley","",250,1361.65,6,"2006-08-08 00:00:00"
"001i000000LhyWf","","94609","","Oakland","",0,20,3,"2002-06-27 00:00:00"
"001i000000LhyWg","","94117","","San Francisco","",250,2130,27,"1995-05-16 00:00:00"
"001i000000LhyWh","","94608","","Emeryville","",300,3123,19,"1998-06-22 00:00:00"
"001i000000LhyWi","","94550","","Livermore","",650,10694,42,"1988-07-04 00:00:00"
"001i000000LhyWj","","94611","","Oakland","",0,0,0,""
"001i000000LhyWk","","94025","","Menlo Park","",0,120,3,"2008-07-03 00:00:00"
"001i000000LhyWl","","94611","","Oakland","",0,0,0,""
"001i000000LhyWm","","94530","","El Cerrito","",100,350,4,"2010-07-13 00:00:00"
"001i000000LhyWn","","94707","","Berkeley","",0,0,0,""
"001i000000LhyWo","","94804","","Richmond","",50,398.36,9,"2001-02-09 00:00:00"
"001i000000LhyWp","","94024","","Los Altos","",0,924,7,"2005-05-05 00:00:00"
"001i000000LhyWq","","94602","","Oakland","",0,375,4,"2007-11-30 00:00:00"
"001i000000LhyWr","","94707","","Berkeley","",2000,7906,19,"2003-09-12 00:00:00"
"001i000000LhyWs","","94544","","Hayward","",150,2242,23,"1995-05-11 00:00:00"
"001i000000LhyWt","","94708","","Berkeley","",0,4574.04,26,"1994-05-31 00:00:00"
"001i000000LhyWu","","94618","","Oakland","",0,920,6,"1988-07-04 00:00:00"
"001i000000LhyWv","","94804","","Richmond","",0,81.34,1,"2014-03-13 00:00:00"
"001i000000LhyWw","","94112-2614","","San Francisco","",0,0,0,""
"001i000000LhyWx","","94530","","El Cerrito","",300,6446,20,"1998-05-20 00:00:00"
"001i000000LhyWy","","95350","","Modesto","",100,200,3,"2011-04-07 00:00:00"
"001i000000LhyWz","","94303","","Palo Alto","",200,3789.32,20,"1999-10-28 00:00:00"
"001i000000LhyX0","","94707","","Berkeley","",0,0,0,""
"001i000000LhyX1","","94304","","Palo Alto","",0,0,0,""
"001i000000LhyX2","","94027","","Atherton","",1500,10690,11,"2006-04-28 00:00:00"
"001i000000LhyX3","","95130","","San Jose","",127,702,9,"2007-05-22 00:00:00"
"001i000000LhyX4","","94301-3539","","Palo Alto","",0,0,0,""
"001i000000LhyX5","","94025","","Menlo Park","",0,0,0,""
"001i000000LhyX6","","94118","","San Francisco","",100,850,16,"1999-12-31 00:00:00"
"001i000000LhyX7","","95003","","Aptos","",0,0,0,""
"001i000000LhyX8","","94705-1445","","Berkeley","",0,3550,25,"1989-07-04 00:00:00"
"001i000000LhyX9","","94526","","Danville","",0,0,0,""
"001i000000LhyXA","","94303","","Palo Alto","",2000,23658,35,"1989-07-04 00:00:00"
"001i000000LhyXB","","94801","","Point Richmond","",0,300,3,"2006-07-25 00:00:00"
"001i000000LhyXC","","94920","","Tiburon","",0,0,0,""
"001i000000LhyXD","","94901","","San Rafael","",0,350,1,"2014-03-10 00:00:00"
"001i000000LhyXE","","94602","","Oakland","",25,1152,16,"1999-12-15 00:00:00"
"001i000000LhyXF","","94602","","Oakland","",0,0,0,""
"001i000000LhyXG","","94121","","San Francisco","",0,0,0,""
"001i000000LhyXH","","94303","","Palo Alto","",0,50,1,"2011-05-24 00:00:00"
"001i000000LhyXI","","94117-4176","","San Francisco","",150,3530,14,"2002-12-31 00:00:00"
"001i000000LhyXJ","","94708","","Berkeley","",100,1035,14,"2001-04-20 00:00:00"
"001i000000LhyXK","","94707","","Berkeley","",920,4755,35,"1989-07-04 00:00:00"
"001i000000LhyXL","","94550","","Livermore","",450,2188.66,17,"2005-02-28 00:00:00"
"001i000000LhyXM","","94618","","Oakland","",10000,47850,18,"2011-04-19 00:00:00"
"001i000000LhyXN","","94703","","Berkeley","",50,625,14,"1996-12-31 00:00:00"
"001i000000LhyXO","","94703-1238","","Berkeley","",330,680,4,"2012-03-28 00:00:00"
"001i000000LhyXP","","94127","","San Francisco","",0,1189,11,"1999-12-15 00:00:00"
"001i000000LhyXQ","","94595","","Walnut Creek","",0,20,1,"2005-03-04 00:00:00"
"001i000000LhyXR","","94114","","San Francisco","",22,512,6,"2005-04-11 00:00:00"
"001i000000LhyXS","","94114","","San Francisco","",0,650,11,"1998-01-22 00:00:00"
"001i000000LhyXT","","94553","","Martinez","",0,0,0,""
"001i000000LhyXU","","94708","","Berkeley","",1800,11186.06,28,"2000-06-27 00:00:00"
"001i000000LhyXV","","95123-4830","","San Jose","",27,27,1,"2012-08-06 00:00:00"
"001i000000LhyXW","","94610","","Oakland","",2500,3165,8,"2008-06-02 00:00:00"
"001i000000LhyXX","","94304","","Palo Alto","",0,306.68,1,"2013-11-14 00:00:00"
"001i000000LhyXY","","94611","","Piedmont","",0,0,0,""
"001i000000LhyXZ","","94304","","Palo Alto","",100,1093,17,"1995-05-12 00:00:00"
"001i000000LhyXa","","94304-2625","","Palo Alto","",200,1696,13,"1998-01-30 00:00:00"
"001i000000LhyXb","","94805","","Richmond","",0,274.33,6,"1995-04-18 00:00:00"
"001i000000LhyXc","","94610","","Oakland","",0,0,0,""
"001i000000LhyXd","","94804","","Richmond","",18,94,3,"2012-06-19 00:00:00"
"001i000000LhyXe","","94061","","Redwood City","",0,0,0,""
"001i000000LhyXf","","94114","","San Francisco","",25,80,3,"2010-08-26 00:00:00"
"001i000000LhyXg","","94112","","San Francisco","",300,2499,27,"1986-07-04 00:00:00"
"001i000000LhyXh","","94304","","Palo Alto","",60,6001.35,31,"1991-07-04 00:00:00"
"001i000000LhyXi","","94705","","Berkeley","",0,342525.5,40,"1985-07-04 00:00:00"
"001i000000LhyXj","","94116","","San Francisco","",28,83,4,"2010-09-26 00:00:00"
"001i000000LhyXk","","94572","","Sebastopol","",60,245,5,"2009-04-29 00:00:00"
"001i000000LhyXl","","94306","","Palo Alto","",400,1750,6,"2008-04-29 00:00:00"
"001i000000LhyXm","","94306","","Palo Alto","",0,50,1,"2014-03-18 00:00:00"
"001i000000LhyXn","","94707","","Berkeley","",100,235,5,"1994-05-11 00:00:00"
"001i000000LhyXo","","94707","","Berkeley","",125,225,2,"2012-04-05 00:00:00"
"001i000000LhyXp","","94708","","Berkeley","",30,653,11,"2000-04-07 00:00:00"
"001i000000LhyXq","","94703","","Berkeley","",0,6000,4,"2009-04-30 00:00:00"
"001i000000LhyXr","","94118","","San Francisco","",50,715,9,"2005-05-06 00:00:00"
"001i000000LhyXs","","94025","","Menlo ParK","",368,368,2,"2012-08-07 00:00:00"
"001i000000LhyXt","","94705","","Berkeley","",100,250,3,"2012-04-06 00:00:00"
"001i000000LhyXu","","94608","","Emeryville","",0,321,5,"1997-05-07 00:00:00"
"001i000000LhyXv","","94010","","Burlingame","",0,0,0,""
"001i000000LhyXw","","94530","","El Cerrito","",0,0,0,""
"001i000000LhyXx","","94022","","Los Altos Hills","",0,0,0,""
"001i000000LhyXy","","95014","","Cupertino","",15,35,2,"2013-06-14 00:00:00"
"001i000000LhyXz","","93436","","Lompoc","",200,1600,6,"1997-10-30 00:00:00"
"001i000000LhyY0","","94708","","Berkeley","",63,263,3,"2011-12-18 00:00:00"
"001i000000LhyY1","","94530","","El Cerrito","",60,580,11,"2004-12-31 00:00:00"
"001i000000LhyY2","","94035","","Stanford","",0,0,0,""
"001i000000LhyY3","94025","94028","Menlo Park","Portola Valley","",400,7399.33,25,"1992-07-04 00:00:00"
"001i000000LhyY4","","94102","","San Francisco","",200,350,2,"2013-06-17 00:00:00"
"001i000000LhyY5","","94618","","Oakland","",154,1928,21,"1996-11-26 00:00:00"
"001i000000LhyY6","","94806","","RICHMOND","",0,50,1,"1998-12-08 00:00:00"
"001i000000LhyY7","","94115","","San Francisco","",25,400,17,"2001-05-16 00:00:00"
"001i000000LhyY8","","94601","","Oakland","",0,0,0,""
"001i000000LhyY9","","94109","","San Francisco","",65000,254925,29,"1996-04-05 00:00:00"
"001i000000LhyYA","","94707","","Berkeley","",1000,8646,32,"1995-10-23 00:00:00"
"001i000000LhyYB","","95354","","Modesto","",75,2395,10,"2002-06-07 00:00:00"
"001i000000LhyYC","","94123","","San Francisco","",0,575,12,"1988-07-04 00:00:00"
"001i000000LhyYD","","95472","","Sebastopol","",70,1365,15,"2000-12-31 00:00:00"
"001i000000LhyYE","","94549","","Lafayette","",100,2461,26,"1996-04-11 00:00:00"
"001i000000LhyYF","94024","94024","Los Altos","Los Altos","",0,548,13,"1996-11-18 00:00:00"
"001i000000LhyYG","","94941","","Mill Valley","",0,508,14,"1996-05-09 00:00:00"
"001i000000LhyYH","","94708","","Berkeley","",40,1623,24,"1989-07-04 00:00:00"
"001i000000LhyYI","","94611","","Oakland","",50,965.68,15,"2003-05-09 00:00:00"
"001i000000LhyYJ","","94708","","Berkeley","",0,3695.33,26,"1985-07-04 00:00:00"
"001i000000LhyYK","","94703","","Berkeley","",150,2962,21,"1997-11-24 00:00:00"
"001i000000LhyYL","","94558","","Napa","",35000,235278,35,"1994-04-19 00:00:00"
